Date,URL,Title,Source,Country,Label
20240717T031500Z,https://www.freepressjournal.in/world/13-indian-3-sri-lankan-crew-members-missing-after-oil-tanker-sinks-off-oman-coast,"13 Indian , 3 Sri Lankan Crew Members Missing After Oil Tanker Sinks Off Oman Coast",freepressjournal.in,India,2
20240709T063000Z,https://www.marketscreener.com/quote/stock/NIPPON-YUSEN-KABUSHIKI-KA-6491189/news/Nippon-Yusen-Kabushiki-Kaisha-MPA-and-NYK-Forge-Partnership-to-Advance-Maritime-Sustainability-Di-47339975/,"Nippon Yusen Kabushiki Kaisha : MPA and NYK Forge Partnership to Advance Maritime Sustainability , Digitalisation and Manpower Development",marketscreener.com,,11
20240813T190000Z,https://gcaptain.com/two-ships-report-blasts-in-the-red-sea-off-yemen/,Two Ships ReportÂ Blasts in the Red Sea off Yemen,gcaptain.com,United States,2
20240717T063000Z,https://www.ptcnews.tv/world-news/indians-missing-as-oil-tanker-capsises-off-oman-4394065,"13 Indians , 3 Sri Lankans missing as oil tanker capsises off Oman",ptcnews.tv,,2
20240814T144500Z,https://manilastandard.net/news/314484147/blasts-reported-near-2-ships-off-yemen.html,Blasts reported near 2 ships off Yemen - Manila Standard,manilastandard.net,Philippines,2
20240717T161500Z,https://www.oneindia.com/international/rescue-operation-8-indians-saved-after-oil-tanker-capsizes-near-oman-coast-3881355.html,Rescue Operation : 8 Indians Saved After Oil Tanker Capsizes Near Oman Coast,oneindia.com,India,2
20240717T153000Z,https://www.marineinsight.com/shipping-news/16-crew-members-of-capsized-oil-tanker-off-oman-coast-still-missing-search-underway/,"16 Crew Members Of Capsized Oil Tanker Off Oman Coast Still Missing , Search Underway",marineinsight.com,United States,2
20240825T023000Z,https://www.yahoo.com/news/houthi-rebels-release-footage-red-155748979.html,Houthi rebels release footage of Red Sea oil tanker explosion amid fears of  disastrou impact on marine life,yahoo.com,United States,8
20240913T210000Z,https://gcaptain.com/oil-tanker-breakaway-and-grounding-exposes-critical-gaps-in-emergency-management/,Oil Tanker Breakaway and Grounding Exposes Critical Gaps in Emergency Management,gcaptain.com,United States,11
20240705T071500Z,https://allafrica.com/stories/202407050113.html,"Nigeria : To Enhance Operation , NPA Acquires Tugboats for Dangote Refinery , Lekki Port",allafrica.com,Nigeria,11
20240716T194500Z,https://indianexpress.com/article/india/13-indians-among-16-crew-member-missing-after-oil-tanker-capsizes-off-oman-coast-9457736/,13 Indians among 16 crew - member missing after oil tanker capsizes off Oman coast,indianexpress.com,India,2
20240715T101500Z,https://www.hellenicshippingnews.com/sharing-and-reporting-cyber-incidents/,Sharing and reporting cyber incidents | Hellenic Shipping News Worldwide,hellenicshippingnews.com,China,12
20240716T114500Z,https://www.albawaba.com/news/commercial-oil-tanker-prestige-falcon-1577424,Commercial oil tanker Prestige Falcon capsizes off Oman,albawaba.com,Israel,2
20240903T223000Z,https://borneobulletin.com.bn/two-ships-hit-off-rebel-held-yemeni-region/,Two ships hit off rebel - held Yemeni region | Borneo Bulletin Online,borneobulletin.com.bn,Brunei,3
20240902T100000Z,https://www.devdiscourse.com/article/law-order/3071575-maritime-tensions-oil-tanker-struck-no-casualties-reported,"Maritime Tensions : Oil Tanker Struck , No Casualties Reported",devdiscourse.com,China,3
20240925T211500Z,https://www.jdsupra.com/legalnews/ofac-issues-warning-to-financial-6296360/,"OFAC Issues Warning to Financial â€ŽInstitutions & Insurers That â€ŽProvide Maritime Services in the â€ŽMediterranean , Red Sea and Middle East | Locke Lord LLP",jdsupra.com,United States,11
20240813T163000Z,https://en.portnews.ru/news/366541/,"Two ships report blasts in the Red Sea off Yemen , British maritime agencies say",en.portnews.ru,,3
20240813T100000Z,https://www.ibtimes.co.uk/how-modern-technologies-are-revolutionising-maritime-industry-navigating-digital-seas-1726216,How Modern Technologies Are Revolutionising the Maritime Industry : Navigating the Digital Seas,ibtimes.co.uk,United Kingdom,12
20240822T233000Z,https://www.washingtoninstitute.org/policy-analysis/even-after-houthi-attacks-russia-linked-tankers-return-red-sea,"Even After Houthi Attacks , Russia - Linked Tankers Return to Red Sea",washingtoninstitute.org,Iran,3
20240903T031500Z,https://manilastandard.net/news/314492328/two-ships-hit-off-rebel-held-yemeni-region-maritime-agencies.html,Two ships hit off rebel - held Yemeni region maritime agencies,manilastandard.net,Philippines,3
20240831T104500Z,https://www.gdnonline.com:443/Details/1331485,World News : Salvage of stricken oil tanker  expected soon  ,gdnonline.com,United States,6
20240718T160000Z,https://www.seatrade-maritime.com/casualty/cma-cgm-vessel-container-stack-collapse-sails-south-africa,CMA CGM vessel in container stack collapse sails from South Africa,seatrade-maritime.com,China,2
20240717T093000Z,https://www.bbc.com/news/articles/cv2g4ywezv3o,Oman : Search continues for missing crew of capsized oil tanker,bbc.com,United Kingdom,2
20240902T123000Z,https://www.devdiscourse.com/article/technology/3071684-red-sea-attacks-tanker-and-merchant-vessel-targeted-off-yemen,Red Sea Attacks : Tanker and Merchant Vessel Targeted Off Yemen,devdiscourse.com,China,3
20240807T004500Z,http://www.maritimeprofessional.com/news/michigan-awards-million-maritime-infrastructure-395675,Michigan Awards $5 Million for Maritime Infrastructure Projects,maritimeprofessional.com,United States,12
20240828T204500Z,https://www.marinelink.com/news/second-nsmv-patriot-state-completes-sea-516462,Second NSMV Patriot State Completes Sea Trials,marinelink.com,United States,12
20240705T073000Z,https://thenationonlineng.net/investment-in-ports-will-reposition-maritime-sector/,  Investment in ports will reposition maritime sector  - The Nation Newspaper,thenationonlineng.net,Nigeria,11
20240825T130000Z,https://dailystar.com.lb/fires-erupt-greek-tanker-houthi-red-sea-attack/,Watch : Fires Erupt on Greek Tanker After Houthi Red Sea Attack,dailystar.com.lb,Lebanon,3
20240830T180000Z,https://www.livemint.com/economy/potential-oil-spill-spotted-near-stricken-tanker-greece-says-11725037394490.html,"Potential Oil Spill Spotted Near Stricken Tanker , Greece Says",livemint.com,India,8
20240718T101500Z,https://swarajyamag.com/news-brief/how-indian-navy-rescued-nine-crew-members-of-oil-tanker-capsized-off-oman-coast,How Indian Navy Rescued Nine Crew Members Of Oil Tanker Capsized Off Oman Coast,swarajyamag.com,India,2
20240910T191500Z,https://www.marinelink.com/news/second-nsmv-patriot-state-christened-516901,Second NSMV Patriot State Christened At Philly,marinelink.com,United States,12
20240913T230000Z,https://www.bankinfosecurity.com/chinese-crane-giant-poses-cybersecurity-threat-to-us-ports-a-26285,Chinese Crane Giant Poses Cybersecurity Threat to US Ports,bankinfosecurity.com,United States,11
20240717T170000Z,https://www.ndtv.com/india-news/8-indians-among-9-crew-rescued-after-oil-tanker-capsizes-off-oman-6127172,Navy Rescues 9 Crew Including 8 Indians After Oil Tanker Capsized Off Oman,ndtv.com,India,2
20240710T121500Z,https://en.portnews.ru/news/365234/,South African Maritime Safety Authority try to rescue a cargo ship that ran aground on Cape west coast,en.portnews.ru,,6
20240814T014500Z,https://thesun.ng/kota-cempakas-return-to-onne-portll-boost-nigerias-non-oil-export/,  KOTA CEMPAKA return to Onne Portll boost Nigeria ,thesun.ng,,4
20240717T021500Z,https://www.dnaindia.com/world/report-16-crew-member-including-13-indians-missing-after-oil-tanker-capsizes-off-oman-coast-3097099,"16 crew - member , including 13 Indians , missing after oil tanker capsizes off Oman coast",dnaindia.com,India,2
20240708T223000Z,https://www.marinelink.com/news/nsmv-empire-state-suffers-technical-515044,NSMV Empire State Suffers Technical Issues,marinelink.com,United States,1
20240902T110000Z,https://dailystar.com.lb/suspected-houthi-attacks-target-ships-red-sea/,Breaking : Suspected Houthi Attacks Target Two Ships in Red Sea,dailystar.com.lb,Lebanon,3
20240902T124500Z,https://thefrontierpost.com/panama-flagged-tanker-and-merchant-vessel-report-missile-drone-attacks-in-red-sea/,"Panama - flagged tanker and merchant vessel report missile , drone attacks in Red Sea",thefrontierpost.com,Pakistan,3
20240716T103000Z,https://gulfbusiness.com/oman-name-oil-tanker-duqm/,OmanÂ reveals name of oil tanker that capsized near Duqm,gulfbusiness.com,Saudi Arabia,2
20240717T033000Z,https://udaipurkiran.com/oil-tanker-capsized-near-oman-13-indians-disappeared-out-of-16-crew-members/,"Oil tanker capsized near Oman , 13 Indians disappeared out of 16 crew members",udaipurkiran.com,India,2
20240705T003000Z,https://punchng.com/npa-launches-tug-boats-to-boost-ports-operations/,NPA launches tug boats to boost ports operations,punchng.com,Nigeria,11
20240716T113000Z,https://www.marinelink.com/news/crew-capsized-oil-tanker-off-oman-missing-515223,Crew Of Capsized Oil Tanker Off Oman Still Missing,marinelink.com,United States,2
20240801T064500Z,https://timesofindia.indiatimes.com/city/bhubaneswar/chinese-vessel-held-in-paradip-port-for-supplying-poor-quality-marine-fuel/articleshow/112184264.cms,Chinese vessel held in Paradip port for supplying poor quality marine fuel | Bhubaneswar News,timesofindia.indiatimes.com,India,10
20240925T121500Z,https://aninews.in/news/business/indias-container-handling-capacity-set-for-a-twofold-increase-in-five-years-sonowal20240925162814/,India Container Handling Capacity Set for a Twofold Increase in Five Years : Sonowal,aninews.in,India,12
20240717T133000Z,https://www.nigeriasun.com/news/274457448/capsized-comoros-flagged-vessel-transmitted-distress-call-on-july-14,Capsized Comoros - flagged vessel transmitted distress call on July 14,nigeriasun.com,Nigeria,2
20240908T161500Z,https://www.business-standard.com/india-news/new-liner-service-to-connect-jeddah-port-to-india-s-mundra-nhava-sheva-124090800538_1.html,"New liner service to connect Jeddah Port to India Mundra , Nhava Sheva",business-standard.com,India,4
20240717T041500Z,https://economictimes.indiatimes.com/news/india/13-indians-among-16-crew-missing-after-oil-tanker-sinks-off-oman-coast/articleshow/111798237.cms,Prestige Falcon : 13 Indians among 16 crew missing after oil tanker sinks off Oman coast,economictimes.indiatimes.com,India,2
20240724T111500Z,https://www.straitstimes.com/singapore/light-oil-sheens-reported-near-s-pore-flagged-tanker-involved-in-collision-off-pedra-branca-mpa,Oil seeping from Spore - flagged tanker involved in collision near Pedra Branca : Ship operator,straitstimes.com,Singapore,2
20240904T121500Z,https://www.seatrade-maritime.com/containers/folk-maritime-buys-first-feeder-vessel,Folk Maritime buys first feeder vessel,seatrade-maritime.com,China,12
20240913T210000Z,https://gcaptain.com/russian-missile-strike-on-civilian-ship-in-black-sea-escalates-maritime-tensions/,Russian Missile Strike on Civilian Ship in Black Sea Escalates Maritime Tensions,gcaptain.com,United States,3
20240811T041500Z,https://menafn.com/1108538652/Maritime-Security-Market-Size-Is-Set-To-Grow-By-USD-362-Billion-From-2024-2028-Growing-Marine-Threats-Boost-The-Market-Technavio,"Maritime Security Market Size Is Set To Grow By USD 3 . 62 Billion From 2024 - 2028 , Growing Marine Threats Boost The Market , Technavio",menafn.com,Qatar,11
20240716T183000Z,https://gcaptain.com/16-missing-after-oil-tanker-prestige-falcon-capsizes-off-oman/,16 Missing After Oil Tanker  Prestige Falcon  Capsizes Off Oman,gcaptain.com,United States,2
20240716T173000Z,https://www.insurancejournal.com/news/international/2024/07/16/784103.htm,"Crew of Capsized Oil Tanker Off Oman Still Missing , Maritime Center Says",insurancejournal.com,United States,2
20240905T160000Z,https://www.marinelink.com/news/wrtsil-help-singapore-develop-next-516745,WÃ¤rtsilÃ¤ To Help Singapore Develop Next Generation,marinelink.com,United States,13
20240910T131500Z,https://gcaptain.com/fueleu-maritime-ready-for-2025/,FuelEU Maritime ready for 2025 ? ,gcaptain.com,United States,11
20240705T124500Z,https://www.insurancejournal.com/news/international/2024/07/05/782560.htm,"Abandoned Tanker Lavant Has Likely Sunk Off Yemen , Sources Say",insurancejournal.com,United States,2
20240726T190000Z,https://www.marinelink.com/articles/maritime/armed-robbery-at-sea-navigating-the-high-seas-of-crime-101439,Armed Robbery At Sea : Navigating The High Seas Of,marinelink.com,United States,3
20240717T063000Z,https://www.tribuneindia.com/news/world/13-indians-among-16-crew-missing-after-oil-tanker-sinks-off-oman-coast-640653,13 Indians among 16 crew missing after oil tanker sinks off Oman coast,tribuneindia.com,India,2
20240717T161500Z,https://www.thehindubusinessline.com/news/navy-deploys-assets-to-rescue-13-indian-crew-onboard-a-capsized-vessel/article68414412.ece,Navy deploys assets to rescue 13 Indian crew onboard a capsized vessel,thehindubusinessline.com,India,2
20240717T023000Z,https://www.livemint.com/news/india/13-indians-3-sri-lankans-missing-after-oil-tanker-capsizes-off-oman-11721177329650.html,"13 Indians , 3 Sri Lankans missing after oil tanker capsizes off Oman",livemint.com,India,2
20240717T170000Z,http://thepeninsulaqatar.com/article/17/07/2024/search-underway-after-french-owned-ship-loses-44-containers-off-safrica,Search underway after French - owned ship loses 44 containers off S . Africa,thepeninsulaqatar.com,Qatar,6
20240809T173000Z,https://www.ajot.com/news/revolutionizing-maritime-operations-with-hybrid-communication,Revolutionizing maritime operations with Hybrid Communication,ajot.com,United States,12
20240719T203000Z,https://indianexpress.com/article/india/fire-breaks-out-on-cargo-ship-off-goa-coast-guard-launches-rescue-operation-9464436/,"Fire breaks out on cargo ship off Goa , Coast Guard launches rescue operation",indianexpress.com,India,2
20240913T170000Z,https://news.webindia123.com/news/Articles/India/20240913/4235181.html,20th Maritime State Development Council concludes in Goa ; over 100 key issues resolved across various states,news.webindia123.com,India,12
20240720T050000Z,https://www.dailymirror.lk/breaking-news/Fire-breaks-out-on-cargo-ship-en-route-to-Colombo-off-Goa/108-287687,Fire breaks out on cargo ship en route to Colombo off Goa - International,dailymirror.lk,Sri Lanka,4
20240815T183000Z,https://gcaptain.com/lloyds-register-and-core-power-launch-nuclear-powered-containership-study-with-maersk/,Lloyd Register and CORE POWER Launch Nuclear - Powered Containership Study with Maersk,gcaptain.com,United States,12
20240830T113000Z,https://www.thehindu.com/news/national/maharashtra/pm-modi-lays-foundation-stone-of-vadhvan-port-in-maharashtras-palghar/article68585143.ece,PM Modi lays foundation stone of Vadhvan Port project in Maharashtra Palghar,thehindu.com,India,11
20240903T054500Z,https://www.yahoo.com/news/yemen-houthi-rebels-target-oil-032202512.html,Yemen Houthi rebels target oil tanker in the Red Sea . US says rebels also hit Saudi - flagged tanker,yahoo.com,United States,3
20240925T064500Z,https://thenationonlineng.net/oyetola-promises-zero-piracy-incidence-in-nigerian-waterways/,Oyetola promises zero piracy incidence in Nigerian waterways,thenationonlineng.net,Nigeria,3
20240903T044500Z,https://www.thehindubusinessline.com/news/world/yemens-houthi-rebels-target-panama-flagged-oil-tanker-in-red-sea/article68599537.ece,Yemen Houthi rebels target Panama - flagged oil tanker in Red Sea,thehindubusinessline.com,India,3
20240828T200000Z,https://gcaptain.com/red-sea-insurance-nearly-doubles-after-sounion-attack/,RedÂ SeaÂ Insurance Nearly Doubles After  Sounion  Attack,gcaptain.com,United States,3
20240717T170000Z,https://www.news18.com/india/navy-rescues-9-crew-members-including-8-indians-from-capsized-oil-tanker-near-oman-8969579.html,"Navy Rescues 9 Crew Members , Including 8 Indians , From Capsized Oil Tanker Near Oman",news18.com,India,2
20240828T204500Z,https://www.marinelink.com/news/red-sea-insurance-nearly-doubles-latest-516459,Red Sea Insurance Nearly Doubles After Latest Ship,marinelink.com,United States,11
20240902T044500Z,https://www.nzherald.co.nz/nz/manahau-barge-inquiry-launched-after-vessel-runs-aground-on-westport-beach/YOUH4ALSBNDOTIYM4JWDMJ5WWU/,Manahau barge : Inquiry launched after vessel runs aground on Westport beach,nzherald.co.nz,New Zealand,2
20240707T181500Z,https://businessmirror.com.ph/2024/07/08/ppa-reports-more-cargo-but-lower-container-volumes/,"PPA reports more cargo , but lower container volumes",businessmirror.com.ph,Philippines,4
20240917T150000Z,https://www.rigzone.com/news/photos_attacked_oil_tanker_towed_to_safe_area-17-sep-2024-178130-article/,PHOTOS : Attacked Oil Tanker Towed to  Safe Area  ,rigzone.com,United States,3
20240717T061500Z,https://www.newindianexpress.com/world/2024/Jul/17/13-indians-among-16-crew-missing-after-oil-tanker-capsizes-off-oman-coast,13 Indians among 16 crew missing after oil tanker capsizes off Oman coast,newindianexpress.com,India,2
20240905T223000Z,https://www.hellenicshippingnews.com/cargo-integrity-group-applauds-recent-msa-circular-emphasizes-ongoing-commitment-to-supply-chain-safety/,"Cargo Integrity Group Applauds Recent MSA Circular , Emphasizes Ongoing Commitment to Supply Chain Safety",hellenicshippingnews.com,China,12
20240807T183000Z,https://gcaptain.com/anonymised-data-can-drive-shippings-safety-culture-change/,Anonymised DataÂ Can Drive Shipping Â safety Culture Change,gcaptain.com,United States,12
20240717T154500Z,https://www.zerohedge.com/geopolitical/dramatic-footage-shows-oil-tanker-hit-kamikaze-boat-drone-red-sea,Dramatic Footage Shows Oil Tanker Hit By Kamikaze Boat Drone In Red Sea,zerohedge.com,United States,3
20240904T121500Z,https://www.seatrade-maritime.com/ports-logistics/unlocking-opportunities-with-fmh-co-ltd-,Opportunities,seatrade-maritime.com,China,13
20240717T133000Z,https://www.jacarandafm.com/news/news/largecargovesselstillanchoredalgoa/,Large cargo vessel still anchored in Algoa Bay after losing containers,jacarandafm.com,South Africa,1
20240912T153000Z,https://www.channelnewsasia.com/world/ukraine-says-russia-hit-civilian-grain-vessel-black-sea-4604171,Ukraine says Russia hit civilian grain vessel in Black Sea,channelnewsasia.com,United States,3
20240720T024500Z,https://www.business-standard.com/world-news/houthi-militants-strike-damage-singapore-flagged-vessel-in-gulf-of-aden-124072000059_1.html,"Houthi militants strike , damage Singapore - flagged vessel in Gulf of Aden",business-standard.com,India,3
20240903T181500Z,https://www.naharnet.com/stories/en/307747-yemen-s-houthis-target-oil-tanker-in-red-sea-saudi-flagged-tanker-also-allegedly-hit,"Yemen Houthis target oil tanker in Red Sea , Saudi - flagged tanker also allegedly hit",naharnet.com,Syria,3
20240925T223000Z,https://www.prnewswire.com/news-releases/the-harbor-management-software-market-is-projected-to-grow-by-usd-25-46-million-from-2024-2028--with-ai-impacting-trends-and-rising-cloud-adoption-boosting-growth---technavio-302257140.html,"The harbor management software market is projected to grow by USD 25 . 46 Million from 2024 - 2028 , with AI impacting trends and rising cloud adoption boosting growth",prnewswire.com,United States,11
20240824T121500Z,https://www.siasat.com/houthi-rebels-release-footage-of-attack-on-israeli-bound-tanker-3084231/,Houthi rebels release footage of attack on Israeli - bound tanker,siasat.com,India,3
20240717T153000Z,https://timesofmalta.com/article/malteseflagged-ship-loses-44-containers-off-safrica.1095485,Maltese - flagged ship loses 44 containers off S . Africa,timesofmalta.com,Malta,6
20240706T114500Z,https://leadership.ng/npa-commissions-new-tugboats-to-enhance-operations-at-dangote-refinery-lekki-port/,"NPA Commissions New Tugboats To Enhance Operations At Dangote Refinery , Lekki Port",leadership.ng,Nigeria,12
20240705T204500Z,https://gcaptain.com/imo-calls-for-spill-response-aid-following-sinking-of-mv-rubymar/,IMO Calls for Spill Response Aid Following Sinking of MV Rubymar,gcaptain.com,United States,8
20240826T120000Z,https://trans.info/en/singapore-iscdi-395762,Singapore tops global ISCDI port rankings yet again,trans.info,,12
20240815T223000Z,https://mfame.guru/lloyds-register-core-power-launch-nuclear-containership-study/,"Lloyd Register , CORE POWER Launch Nuclear Containership Study",mfame.guru,,13
20240717T173000Z,https://www.albawaba.com/news/nine-oil-tanker-crew-members-rescued-1577661,Nine oil - tanker crew members rescued : Omani maritime security center reports,albawaba.com,Israel,2
20240806T170000Z,https://allafrica.com/stories/202408060441.html,Tanzania : Tasac Tackles Tanzania - Comoros Maritime Hurdles,allafrica.com,Nigeria,12
20240909T171500Z,https://shipandbunker.com/news/apac/941396-singapores-first-fully-electric-cargo-vessel-starts-commercial-trials,Singapore First Fully Electric Cargo Vessel Starts Commercial Trials,shipandbunker.com,Singapore,12
20240831T131500Z,https://www.moneycontrol.com/news/world/yemens-houthi-rebels-suspected-of-firing-missiles-at-a-container-ship-as-an-oil-tanker-burns-12811340.html,Yemen Houthi rebels suspected of firing missiles at a container ship as an oil tanker burns,moneycontrol.com,India,3
20240711T191500Z,https://www.devdiscourse.com/article/headlines/3013858-irans-seizure-of-chevron-chartered-oil-tanker-sparks-international-tensions,Iran Seizure of Chevron - Chartered Oil Tanker Sparks International Tensions,devdiscourse.com,China,3
20240911T181500Z,https://www.porttechnology.org/news/port-of-oakland-seeking-development-for-howard-property/,Port of Oakland seeking development for Howard Property,porttechnology.org,China,7
20240913T121500Z,https://aninews.in/news/national/general-news/20th-maritime-state-development-council-concludes-in-goa20240913171833/,20th Maritime State Development Council concludes in Goa,aninews.in,India,12
20240830T081500Z,https://www.marinelink.com/news/samskip-joins-fuel-cell-retrofit-project-516530,Samskip Joins Fuel Cell Retrofit Project,marinelink.com,United States,13
20240824T200000Z,https://news.yahoo.com/news/fires-board-greek-flagged-tanker-060414887.html,"Fires on board Greek - flagged tanker after Houthi attack in Red Sea , says maritime agency",news.yahoo.com,United States,3
20240824T074500Z,https://us.cnn.com/2024/08/24/middleeast/oil-tanker-fire-red-sea-intl-hnk/,"Sounion : Fires on board Greek - flagged tanker after Houthi attack in Red Sea , says maritime agency",us.cnn.com,United States,13
20240822T130000Z,https://www.globalsecurity.org/military/library/news/2024/08/mil-240821-irna02.htm,Greek - flagged oil tanker targeted in Red Sea,globalsecurity.org,Syria,3
20240918T190000Z,https://www.globenewswire.com/news-release/2024/09/18/2948557/0/en/Leading-Shipping-Companies-Presenting-at-Capital-Link-s-16th-Annual-New-York-Maritime-Forum-October-15-2024-in-New-York-City.html,Leading Shipping Companies Presenting at Capital Link ,globenewswire.com,United States,12
20240913T161500Z,https://gulfnews.com/your-money/saving-investment/piracys-perilous-impact-navigating-the-economic-storm-as-an-investor-1.1726211510186,Piracy perilous impact : Navigating the economic storm as an investor,gulfnews.com,United Arab Emirates,11
20240831T103000Z,https://www.canberratimes.com.au/story/8748736/injured-sailors-released-from-hospital-after-ship-crash/?cs=9676,Injured sailors released from hospital after ship crash,canberratimes.com.au,Australia,2
20240820T003000Z,https://www.sunstar.com.ph/davao/no-oil-spill-after-tanker-hits-sidc-steel-bridge,No oil spill after tanker hits SIDC steel bridge,sunstar.com.ph,Philippines,8
20240913T223000Z,https://www.theepochtimes.com/us/new-report-says-technology-built-into-chinese-made-cargo-cranes-could-be-a-trojan-horse-for-us-seaports-5723937,New Report Says Technology Built Into Chinese - Made Cargo Cranes Could Be a  Trojan Horse  for US Seaports,theepochtimes.com,United States,11
20240708T174500Z,https://www.gulf-times.com/article/686274/qatar/qatar-boosts-maritime-growth-with-new-shipping-event-in-2025,Qatar boosts maritime growth with new shipping event in 2025,gulf-times.com,Qatar,12
20240821T164500Z,https://www.devdiscourse.com/article/entertainment/3059407-women-officers-make-historic-overseas-deployment-with-indian-coast-guard,Women Officers Make Historic Overseas Deployment with Indian Coast Guard,devdiscourse.com,China,12
20240803T234500Z,https://www.devdiscourse.com/article/law-order/3041174-cargo-ship-explosion-near-yemen-spurs-security-concerns,Cargo Ship Explosion Near Yemen Spurs Security Concerns,devdiscourse.com,China,2
20240825T133000Z,https://leadership.ng/nsml-earns-united-kingdoms-mca-accreditation-for-courses/,NSML Earns United Kingdom MCA Accreditation For Courses,leadership.ng,Nigeria,13
20240816T180000Z,https://www.eurasiareview.com/16082024-a-landlocked-indian-navy-facility-keeps-watch-on-turbulent-waters-analysis/,A Landlocked Indian Navy Facility Keeps Watch On Turbulent Waters â€“ Analysis,eurasiareview.com,United States,3
20240719T200000Z,https://menafn.com/1108460445/Massive-Fire-Breaks-Out-On-Cargo-Vessel-Off-Goa-Coast-Indian-Coast-Guard-Ships-Rushed-To-Rescue-Watch,"Massive Fire Breaks Out On Cargo Vessel Off Goa Coast , Indian Coast Guard Ships Rushed To Rescue Watch",menafn.com,Qatar,2
20240826T141500Z,https://news.webindia123.com/news/Articles/India/20240826/4228911.html,"Indian Coast Guard executes daring night - time rescue , saving 11 lives in coordinated operation",news.webindia123.com,India,2
20240813T154500Z,https://www.journal-news.com/nation-world/a-ship-in-the-red-sea-is-targeted-in-a-third-attack-by-suspected-houthis/6B7P2JACXREF7BU2UIM7A23XTQ/,"A ship in the Red Sea is attacked 3 times by suspected Yemeni rebels , including with a drone boat",journal-news.com,United States,3
20240824T003000Z,https://www.investing.com/news/commodities-news/fires-observedon-board-greekflagged-tanker-in-red-sea-says-maritime-agency-3585616,"Fires observedÂ on board Greek - flagged tanker in Red Sea , says maritime agency By Reuters",investing.com,United States,2
20240709T084500Z,http://thepeninsulaqatar.com/article/09/07/2024/qatar-boosts-maritime-growth-with-new-shipping-event,Qatar boosts maritime growth with new shipping event,thepeninsulaqatar.com,Qatar,12
20240718T031500Z,https://www.businesstoday.in/india/story/indian-navy-rescues-8-indians-1-sri-lankan-after-vessel-capsizes-off-oman-coast-sources-437577-2024-07-18,"Indian Navy rescues 8 Indians , 1 Sri Lankan after vessel capsizes off Oman Coast : Sources",businesstoday.in,India,2
20240717T160000Z,https://www.dailymirror.lk/breaking-news/Indian-Navy-joins-search-for-crew-of-capsized-oil-tanker-off-Oman/108-287463,Indian Navy joins search for crew of capsized oil tanker off Oman - Breaking News,dailymirror.lk,Sri Lanka,2
