headline,description,link,date
CMA CGM Expands Global Reach: Acquires Stake in Brazil’s Largest Port Operator,"CMA CGM, the French shipping and logistics group, has announced a significant expansion of its operations in South America, signing a definitive agreement to",https://gcaptain.com/cma-cgm-expands-global-reach-acquires-stake-in-brazils-largest-port-operator/,"September 23, 2024"
U.S. Faces Supply Chain Crisis Weeks Before Election,"By Laura Curtis (Bloomberg) — Just as US policymakers shift focus from curbing inflation to shoring up the job market, the economy faces a jolt that",https://gcaptain.com/u-s-faces-supply-chain-crisis-weeks-before-election/,"September 23, 2024"
Antigua-Flagged Vessel Damaged in Russian Attack on Odesa Port,"KYIV, Sept 20 (Reuters) – A Russian missile strike has damaged infrastructure and an Antigua-flagged civilian vessel in the Ukrainian port",https://gcaptain.com/antigua-flagged-vessel-damaged-in-russian-attack-on-odesa-port/,"September 20, 2024"
Polymarket Betters Predict 63% Chance Of An East Cost Port Strike,"As the tides of global trade ebb and flow, a new swell is forming on the horizon—one that could disrupt supply chains and economies alike. Polymarket, a",https://gcaptain.com/polymarket-betters-predict-63-chance-of-an-east-cost-port-strike/,"September 20, 2024"
Congressional Republicans Urge Biden Administration to Prevent Looming Port Strike,Republican members of the Transportation and Infrastructure Committee and the House of Representatives have called on the Biden-Harris Administration to take,https://gcaptain.com/congressional-republicans-urge-biden-administration-to-prevent-looming-port-strike/,"September 20, 2024"
Dockworker Strike: Moody’s Sees Limited Financial Impact on U.S. East and Gulf Coast Ports,"Moody’s Ratings has released a report on the potential dockworker strike at U.S. East and Gulf Coast ports, indicating that while a brief shutdown would",https://gcaptain.com/dockworker-strike-moodys-sees-limited-financial-impact-on-u-s-east-and-gulf-coast-ports/,"September 19, 2024"
Impending Port Strike: Carriers Announce Disruption Surcharges,"By Gavin van Marle (The Loadstar) – As the possibility of strike action at ports on the US east and Gulf coasts draws nearer by the day, container",https://gcaptain.com/impending-port-strike-carriers-announce-disruption-surcharges/,"September 19, 2024"
"U.S. Port Strike Would Spark Supply Chain Problems from the Outset, CMA CGM Warns","By Lisa Baertlein LOS ANGELES, Sept 18 (Reuters) – A threatened Oct. 1 strike by dockworkers at ports on the U.S. East Coast and Gulf",https://gcaptain.com/u-s-port-strike-supply-chain-problems/,"September 18, 2024"
Port of Los Angeles Sees Record-Breaking Cargo Surge,"The Port of Los Angeles experienced its busiest non-pandemic month ever in August 2024, handling 960,597 Twenty-Foot Equivalent Units (TEUs), a 16% increase",https://gcaptain.com/port-of-los-angeles-sees-record-breaking-cargo-surge/,"September 18, 2024"
Trade Groups Urge Biden to Act as East and Gulf Coast Port Strike Looms,A coalition of 177 trade associations has appealed to President Biden for immediate intervention in stalled labor negotiations between the International,https://gcaptain.com/trade-groups-urge-biden-to-act-as-east-and-gulf-coast-port-strike-looms/,"September 18, 2024"
"Indian Port Workers Call Off Strike, Agree New Wage Deal","CHENNAI, Aug 27 (Reuters) – Nearly 20,000 workers across major Indian ports, who had threatened to go on an indefinite strike from Wednesday, called",https://gcaptain.com/indian-port-workers-call-off-strike-agree-new-wage-deal/,"August 27, 2024"
U.S. Container Ports See Significant Growth in Inbound Volumes,"The ten largest container ports in the United States experienced “striking” growth in year-over-year inbound cargo volumes in July, according to",https://gcaptain.com/u-s-container-ports-see-significant-growth-in-inbound-volumes/,"August 26, 2024"
"Indian Port Unions, Officials to Meet in Attempt to Avert Strike",(Bloomberg) — Union representatives from India’s state-run ports are expected to meet government officials on Tuesday in a last-ditch attempt to stave,https://gcaptain.com/indian-port-unions-officials-to-meet-in-attempt-to-avert-strike/,"August 26, 2024"
Transpacific Spot Rates Rise Amid Looming U.S. Port Strike Threat,By Mike Wackett (The Loadstar) – Transpacific container spot rates were in the ascendancy this week as industrial action storm clouds gathered over US,https://gcaptain.com/transpacific-spot-rates-rise-amid-looming-u-s-port-strike-threat/,"August 23, 2024"
"Canada’s Railways Lock Out Unionized Workers, Snarling Trade","By Thomas Seal (Bloomberg) — Canada’s two biggest railways shut down early Thursday after talks with union leaders failed, immediately blocking",https://gcaptain.com/canadas-railways-lock-out-unionized-workers-snarling-trade/,"August 22, 2024"
"Trudeau Calls on Railways, Union to Reach Deal to Avoid Strike",By Laura Dhillon Kane (Bloomberg) — Prime Minister Justin Trudeau called on Canada’s two largest railways and unionized workers to reach an agreement,https://gcaptain.com/trudeau-calls-on-railways-union-to-reach-deal-to-avoid-strike/,"August 21, 2024"
San Pedro Ports Face Import Wave Rivaling Pandemic Frenzy,"The ports of Los Angeles and Long Beach, which account for roughly a third of all US container imports, had their third-strongest month ever in July, just shy",https://gcaptain.com/san-pedro-ports-face-import-wave-rivaling-pandemic-frenzy/,"August 19, 2024"
Canada-Wide Freight Rail Lockout Looms,"By Promit Mukherjee OTTAWA, Aug 18 (Reuters) – Canada’s freight rail network could come to a grinding halt this week, inflicting a huge",https://gcaptain.com/canada-wide-freight-rail-lockout-looms/,"August 19, 2024"
Busiest US Ports Absorb Import Surge Nearing Pandemic-Era Frenzy,"By Laura Curtis Aug 18, 2024 (Bloomberg) –The busiest port complex in the US is churning through import volumes near the highs set during the",https://gcaptain.com/busiest-us-ports-absorb-import-surge-nearing-pandemic-era-frenzy/,"August 18, 2024"
Port of Los Angeles Reports Record-Setting July on Surging Imports,"The Port of Los Angeles handled a record-breaking 939,600 Twenty-Foot Equivalent Units (TEUs) in July, marking a 37% increase over the previous year. The",https://gcaptain.com/port-of-los-angeles-reports-record-setting-july-on-surging-imports/,"August 15, 2024"
Port of Long Beach Sets Record for Busiest July as Imports Soar,Surging import volumes propelled the Port of Long Beach to its busiest July on record and the third-busiest month ever as retailers prepared for the peak,https://gcaptain.com/port-of-long-beach-sets-record-for-busiest-july-as-imports-soar/,"August 14, 2024"
Drewry Analysis Reveals Significant Shifts in Terminal Operator Rankings,The latest edition of Drewry’s Global Container Terminal Operators Annual Review and Forecast has highlighted significant changes in the composition of,https://gcaptain.com/drewry-analysis-reveals-significant-shifts-in-terminal-operator-rankings/,"August 13, 2024"
Argentina Grain Ports Normalizing After Strike Suspension,"By Maximilian Heath BUENOS AIRES, Aug 12 (Reuters) – Grains shipments out of Argentine ports are normalizing after the government ordered",https://gcaptain.com/argentina-grain-ports-normalizing-after-strike-suspension/,"August 12, 2024"
Maersk Warns of Potential Supply Chain Disruptions as U.S. Labor Strike Looms,"A.P. Moller — Maersk has provided an update on the North American market, highlighting the ongoing labor negotiations between the United States Maritime",https://gcaptain.com/maersk-warns-of-potential-supply-chain-disruptions-as-u-s-labor-strike-looms/,"August 12, 2024"
Port Houston Surpasses Two Million TEU Mark in Record Time,"Port Houston, the fifth-largest container port in the nation, is off to a record pace in 2024, having surpassed 2 million TEUs in record time. In the first six",https://gcaptain.com/port-houston-surpasses-two-million-teu-mark-in-record-time/,"August 8, 2024"
U.S. Container Ports Face Record Cargo Surge Ahead of Possible Port Strike,Monthly inbound cargo volume at major U.S. container ports is expected to approach record levels as retailers expedite shipments ahead of a potential strike at,https://gcaptain.com/u-s-container-ports-face-record-cargo-surge-ahead-of-possible-port-strike/,"August 8, 2024"
Senators Introduce Bill to Counter Chinese Maritime Threat,"Senators Mark Kelly (D-AZ), Marco Rubio (R-FL), and Rick Scott (R-FL) have introduced the bipartisan Strategic Port Reporting Act, aimed at countering the",https://gcaptain.com/senators-introduce-bill-to-counter-chinese-maritime-threat/,"August 7, 2024"
"Port of Virginia Expands Rail Yard, Boosting Capacity By 31%","The Port of Virginia’s newly expanded central rail yard is now fully operational, significantly enhancing the port’s rail capacity to handle 2",https://gcaptain.com/port-of-virginia-expands-rail-yard-boosting-capacity-by-31/,"August 6, 2024"
"East Coast, Gulf Dockworkers To Meet Next Month On Strike Plan","By Laura Curtis Aug 3, 2024 (Bloomberg) –A labor strike that would shut down six out of 10 of the busiest ports in the US just weeks before the",https://gcaptain.com/east-coast-gulf-dockworkers-to-meet-next-month-on-strike-plan/,"August 3, 2024"
Konecranes to Build Port Cranes in the U.S. with New Partner Network,"Finnish crane manufacturer Konecranes is establishing a network of partners, including steel structure providers and subcontractors, to build port cranes in",https://gcaptain.com/konecranes-to-build-port-cranes-in-the-u-s-with-new-partner-network/,"July 30, 2024"
Historic Groundbreaking Ceremony Marks New Era for Port of Long Beach,U.S. Secretary of Transportation Pete Buttigieg and officials from across the nation gathered on Thursday to break ground on the Pier B On-Dock Rail Support,https://gcaptain.com/historic-groundbreaking-ceremony-marks-new-era-for-port-of-long-beach/,"July 19, 2024"
USMX Ready to Resume Negotiations to Avoid Port Disruptions,The United States Maritime Alliance (USMX) has announced its readiness to return to Master Contract negotiations to prevent disruptions at U.S. East and Gulf,https://gcaptain.com/usmx-ready-to-resume-negotiations-to-avoid-port-disruptions/,"July 19, 2024"
Southern California Container Ports Cap Off Busy First Half of 2024,"Southern California container ports are reporting strong cargo volumes in June, capping off a busy first half of the year driven by a robust U.S. economy. The",https://gcaptain.com/southern-california-container-ports-cap-off-busy-first-half-of-2024/,"July 17, 2024"
Growing Threat of Strike Looms Over Atlantic and Gulf Coast Ports,The leader of the International Longshoremen’s Association (ILA) has warned that a strike at all Atlantic and Gulf Coast ports is becoming increasingly,https://gcaptain.com/growing-threat-of-strike-looms-over-atlantic-and-gulf-coast-ports/,"July 16, 2024"
Botswana Eyes New Export Route To Exploit Huge Coal Resource,"By Borges Nhamire, Matthew Hill and Mbongeni Mguni Jul 13, 2024 (Bloomberg) –Three southern African nations signed a deal to proceed with a rail and",https://gcaptain.com/botswana-eyes-new-export-route-to-exploit-huge-coal-resource/,"July 14, 2024"
Adani to Double Investment in Transshipment Port to $2.4 Billion,(Bloomberg) — Billionaire Gautam Adani’s conglomerate is doubling investment to $2.4 billion in its new mega port in southern India as it seeks to,https://gcaptain.com/adani-to-double-investment-in-transshipment-port-to-2-4-billion/,"July 12, 2024"
U.S. Container Imports Continue to Rise Amid Supply Chain Challenges,"The monthly inbound cargo volume at major U.S. container ports continues to rise despite a multiple supply chain challenges, according to the Global Port",https://gcaptain.com/u-s-container-imports-continue-to-rise-amid-supply-chain-challenges/,"July 12, 2024"
Foremen At BC Port Give DP World Canada 72-Hour Strike Notice,"By Layan Odeh Jul 6, 2024(Bloomberg) –A union representing ship and dock foremen in British Columbia has issued a 72-hour strike notice against DP",https://gcaptain.com/foremen-at-bc-port-give-dp-world-canada-72-hour-strike-notice/,"July 6, 2024"
South Carolina Ports Works to Reduce Vessel Delays,South Carolina Ports (SC Ports) is working to address ship delays by implementing operational solutions and temporarily pausing toe wall construction as part,https://gcaptain.com/south-carolina-ports-works-to-reduce-vessel-delays/,"July 1, 2024"
South Carolina Ports and ILA Reach Agreement to Reopen Leatherman Terminal,"SC Ports and the International Longshoremen’s Association have reached an agreement to reopen the Leatherman Terminal, aiming to provide long-term stability",https://gcaptain.com/south-carolina-ports-and-ila-reach-agreement-to-reopen-leatherman-terminal/,"June 26, 2024"
Port Houston Reports Strong Container Volumes in May,"Port Houston reported handling 364,866 twenty-foot equivalent units (TEUs) in May, marking a significant increase of 21% compared to May of last year. The",https://gcaptain.com/port-houston-reports-strong-container-volumes-in-may/,"June 26, 2024"
Peru Concedes in Port Spat with China COSCO,By Marcelo Rochabrun (Bloomberg) — Peru and a Chinese state-owned company resolved a dispute over the business model of a massive $1.3 billion port,https://gcaptain.com/peru-concedes-in-port-spat-with-china-cosco/,"June 25, 2024"
Transhipment Hubs Hit Hard By Red Sea Reroutings,"Key transhipment ports around the world are facing severe congestion in response to the Red Sea crisis, with Singapore being a prime example. The escalating",https://gcaptain.com/transshipment-hubs-hit-hard-by-red-sea-reroutings/,"June 20, 2024"
India Approves New Deep Sea Port to Boost Trade with Europe,"NEW DELHI, June 19 (Reuters) – India’s cabinet approved development on Wednesday of a new deep-water port that the government",https://gcaptain.com/india-approves-new-deep-sea-port-to-boost-trade-with-europe/,"June 19, 2024"
Retail Strength Drives Container Volume Growth at Port of Savannah,"The Port of Savannah has witnessed significant growth in container volumes due to a strengthening retail market and an influx of new customers. In May, the",https://gcaptain.com/retail-strength-drives-container-volume-growth-at-port-of-savannah/,"June 17, 2024"
Port of Los Angeles Reports Mixed Results for May,"Despite a slight 3% drop from last year’s figures, the Port of Los Angeles processed 752,893 Twenty-Foot Equivalent Units (TEUs) in May, maintaining an",https://gcaptain.com/port-of-los-angeles-reports-mixed-results-for-may/,"June 13, 2024"
U.S. Imports Surge Amid Rising Consumer Spending,"Major container ports in the U.S. are expected to see the highest inbound cargo volume in nearly two years this summer, driven by increased consumer spending",https://gcaptain.com/u-s-imports-surge-amid-rising-consumer-spending/,"June 11, 2024"
Cape Town Tells Port to Do Better After Being Ranked Last in World,"By Paul Burkhardt (Bloomberg) — The Port of Cape Town was urged to do better by the city that surrounds it after ranking last globally, even as South",https://gcaptain.com/cape-town-tells-port-to-do-better-after-being-ranked-last-in-world/,"June 7, 2024"
Bunker Spill Closes Antwerp Dock and Lock,Authorities at the port of Antwerp have closed a dock and are using drones to monitor the fallout from an oil spill that occurred while a ship was,https://gcaptain.com/bunker-spill-closes-antwerp-dock-and-lock/,"June 7, 2024"
East and Southeast Asian Ports Dominate 2023 Global Container Port Performance Index,"The latest edition of the Global Container Port Performance Index (CPPI) shows East and Southeast Asian ports leading the pack in 2023, with 13 out of the top",https://gcaptain.com/east-and-southeast-asian-ports-dominate-2023-global-container-port-performance-index/,"June 6, 2024"
Cape Town Tells Port to Do Better After Being Ranked Last in World,"By Paul Burkhardt (Bloomberg) — The Port of Cape Town was urged to do better by the city that surrounds it after ranking last globally, even as South",https://gcaptain.com/cape-town-tells-port-to-do-better-after-being-ranked-last-in-world/,"June 7, 2024"
Bunker Spill Closes Antwerp Dock and Lock,Authorities at the port of Antwerp have closed a dock and are using drones to monitor the fallout from an oil spill that occurred while a ship was,https://gcaptain.com/bunker-spill-closes-antwerp-dock-and-lock/,"June 7, 2024"
East and Southeast Asian Ports Dominate 2023 Global Container Port Performance Index,"The latest edition of the Global Container Port Performance Index (CPPI) shows East and Southeast Asian ports leading the pack in 2023, with 13 out of the top",https://gcaptain.com/east-and-southeast-asian-ports-dominate-2023-global-container-port-performance-index/,"June 6, 2024"
Maersk Announces Delays and Blank Voyages Due to Severe Port Congestion,Shipping giant Maersk announced on Monday significant delays in vessel schedules due to severe terminal congestion in Mediterranean and Asian ports. The,https://gcaptain.com/maersk-announces-delays-and-blank-voyages-due-to-severe-port-congestion/,"June 3, 2024"
Georgia Ports Set New Ro-Ro Cargo Record,"The Georgia Ports Authority reported a record 80,600 units of Roll-on/Roll-off cargo in April, a 44% increase compared to the same month last year. April 2024",https://gcaptain.com/georgia-ports-set-new-ro-ro-cargo-record/,"May 21, 2024"
Port of Los Angeles Reports Another Busy Month for Cargo Volumes,"The Port of Los Angeles reported its ninth consecutive month of year-on-year growth, handling 770,337 container units in April 2024. This marks a 12% increase",https://gcaptain.com/port-of-los-angeles-reports-another-busy-month-for-cargo-volumes/,"May 20, 2024"
Indonesia Eases Import Rule For Some Goods To Clear Containers,"By Norman Harsono May 17, 2024 (Bloomberg) —Indonesia has revised an import rule in a bid to release thousands of containers being held up at its ports,",https://gcaptain.com/indonesia-eases-import-rule-for-some-goods-to-clear-containers/,"May 18, 2024"
Port of Antwerp-Bruges Unveils World’s First Methanol-Powered Tugboat,"The Port of Antwerp-Bruges has unveiled the world’s first methanol-powered tugboat, the Methatug, as part of its goal to become climate-neutral by 2050.",https://gcaptain.com/port-of-antwerp-bruges-unveils-worlds-first-methanol-powered-tugboat/,"May 16, 2024"
Brooklyn Marine Terminal Set for Major Overhaul,"New York Governor Kathy Hochul and New York City Mayor Eric Adams, alongside the Port Authority of New York and New Jersey, have announced plans to overhaul",https://gcaptain.com/brooklyn-marine-terminal-set-for-major-overhaul/,"May 15, 2024"
Biden Administration to Impose Tariffs on Chinese Ship-to-Shore Cranes Amid Security Concerns,President Biden has announced plans to impose 25% tariffs on Chinese-manufactured ship-to-shore (STS) cranes and other strategic sectors in a move to curtail,https://gcaptain.com/biden-administration-to-impose-tariffs-on-chinese-ship-to-shore-cranes-amid-security-concerns/,"May 14, 2024"
Worker Dies In Accident At Peru’s Chancay Megaport Project,"LIMA, May 11 (Reuters) – Hong Kong-based Cosco Shipping Ports said on Saturday that a worker died in an early-morning accident at a",https://gcaptain.com/worker-dies-in-accident-at-perus-chancay-megaport-project/,"May 11, 2024"
U.S. Container Imports to Maintain Strength into Peak Season,Inbound cargo volume at the United States’ major container ports is expected to stay above 2 million Twenty-Foot Equivalent Units (TEUs) through the summer,https://gcaptain.com/u-s-container-imports-to-maintain-strength-into-peak-season/,"May 8, 2024"
Peru Port Dispute Escalates as COSCO Insists on Original Terms,"By Marco Aquino LIMA, May 7 (Reuters) – The Chinese state-owned company at the center of a dispute over operations of",https://gcaptain.com/peru-port-dispute-escalates-as-cosco-insists-on-original-terms/,"May 7, 2024"
Maersk Questions Rival’s Solvency in Battle Over South Africa’s Durban Container Port,By Paul Burkhardt (Bloomberg) — A.P. Moller – Maersk A/S said a successful rival bidder fell short of tender requirements as it seeks to overturn,https://gcaptain.com/maersk-questions-rivals-solvency-in-battle-over-south-africas-durban-container-port/,"May 7, 2024"
East Coast Port Dwell Times Unaffected By Diverted Baltimore Containers,The March 26 collapse of the Francis Scott Key Bridge and subsequent closure of the Port of Baltimore has led to the diversion of containers originally bound,https://gcaptain.com/east-coast-port-dwell-times-unaffected-by-diverted-baltimore-containers/,"May 1, 2024"
China COSCO May Seek Arbitration Over Exclusivity Rights to Peru Mega-Port,"LIMA, April 29 (Reuters) – The Peruvian government is looking to avoid an international arbitration process which could be filed by",https://gcaptain.com/china-cosco-may-seek-arbitration-over-exclusivity-rights-to-peru-mega-port/,"April 30, 2024"
Maersk Commits $600 Million Investment In Nigeria’s Ports,"ABUJA, April 28 (Reuters) – Nigeria secured a $600 million investment in seaport infrastructure from Danish shipping company",https://gcaptain.com/maersk-commits-600-million-investment-in-nigerias-ports/,"April 28, 2024"
Wallenius Wilhelmsen Secures 20-Year Lease at Georgia’s Port of Brunswick,The Georgia Ports Authority and Wallenius Wilhelmsen have signed a 20-year terminal lease agreement consolidating the company’s handling of automobiles,https://gcaptain.com/wallenius-wilhelmsen-secures-20-year-lease-at-georgias-port-of-brunswick/,"April 24, 2024"
U.S. Inbound Containers Surge to Start 2024,"By Gavin van Marle (The Loadstar) – The main US ports enjoyed another stellar month in March, according to new figures from noted analyst John McCown",https://gcaptain.com/u-s-inbound-containers-surge-to-start-2024/,"April 22, 2024"
Port of Long Beach Sees Seventh Consecutive Month of Cargo Growth,"March witnessed an upswing in trade at the Port of Long Beach, marking the seventh month in a row of year-over-year cargo growth. Last month, dockworkers and",https://gcaptain.com/port-of-long-beach-sees-seventh-consecutive-month-of-cargo-growth/,"April 19, 2024"
Hong Kong Falls Out of Top 10 Busiest Port Rankings for First Time Ever,"By Gavin van Marle (The Loadstar) – Hong Kong fell out of the world’s top 10 container ports last year, for the first time in the history of container",https://gcaptain.com/hong-kong-falls-out-of-top-10-busiest-port-rankings-for-first-time-ever/,"April 17, 2024"
Maersk Contests Transnet’s Pick for South African Port Partner,By Paul Burkhardt (Bloomberg) — A.P. Moller – Maersk A/S is contesting a process held by South Africa’s state logistics firm Transnet SOC Ltd.,https://gcaptain.com/maersk-contests-transnets-pick-for-south-african-port-partner/,"April 8, 2024"
Federal Grant Boosts Cargo Capacity at Tradepoint Atlantic Amid Baltimore Bridge Collapse,"In the wake of the Francis Scott Key Bridge collapse in Baltimore, Tradepoint Atlantic (TPA) is set to use an $8.26 million grant from the U.S. Department of",https://gcaptain.com/federal-grant-boosts-cargo-capacity-at-tradepoint-atlantic-amid-baltimore-bridge-collapse/,"April 5, 2024"
US Court Upholds MARAD License for Deepwater Oil Export Facility,By Arathy Somasekhar April 4 (Reuters) – A U.S. appeals court on Thursday upheld federal approval of a deepwater oil-export facility planned off the,https://gcaptain.com/us-court-upholds-marad-license-for-deepwater-oil-export-facility/,"April 4, 2024"
HMM Lines Up Methanol and LNG Fuel Supply in Shanghai Port,"South Korean ocean carrier HMM has inked a Memorandum of Understanding (MoU) with Shanghai International Port Group (SIPG), China’s largest port operator, on",https://gcaptain.com/hmm-lines-up-methanol-and-lng-fuel-supply-in-shanghai-port/,"April 3, 2024"
Baltimore Ship Accident Has East Coast Ports Scrambling To Absorb Cargo,"By Brendan Murray Mar 31, 2024(Bloomberg) —Ports along the US East Coast are modifying their operations to absorb cargo diverted from Baltimore",https://gcaptain.com/baltimore-ship-accident-has-east-coast-ports-scrambling-to-absorb-cargo/,"March 31, 2024"
"East Coast Ports Face Challenge of Diverted Baltimore Cargo, Drewry Says",Maritime industry consultancy Drewry flags potential challenges for the US East Coast ports due to the diversion of Baltimore’s container volumes,https://gcaptain.com/east-coast-ports-face-challenge-of-diverted-baltimore-cargo-drewry-says/,"March 29, 2024"
East Coast Ports Work To Reroute Baltimore Cargo,By David Lawder (Reuters) – The catastrophic bridge collapse that closed the Port of Baltimore to ship traffic is unlikely to trigger,https://gcaptain.com/east-coast-ports-work-to-reroute-baltimore-cargo/,"March 27, 2024"
San Pedro Bay Ports Get Off to a Busy Start in 2024,"California’s San Pedro Bay ports have experienced one of their busiest February’s on record, continuing to outpace expectations as U.S. imports surge. The",https://gcaptain.com/san-pedro-bay-ports-get-off-to-a-busy-start-in-2024/,"March 18, 2024"
UNICEF Says Essential Aid Container Looted At Haiti Port,"By Harold Isaac PORT-AU-PRINCE (Reuters) – The U.N. children’s agency said on Saturday one of its aid containers at Haiti’s main port,",https://gcaptain.com/unicef-says-essential-aid-container-looted-at-haiti-port/,"March 17, 2024"
Inefficient African Ports See Diverted Red Sea Traffic Slipping Away,By Colleen Goko (Bloomberg) — Africa’s inefficient and aging ports are hampering the continent’s chances of capitalizing on a surge in ship traffic,https://gcaptain.com/inefficient-african-ports-see-diverted-red-sea-traffic-slipping-away/,"March 14, 2024"
Response Concludes for Oil Sheen Off Huntington Beach,"A Unified Command on Monday concluded its response to an oil sheen spotted off the coast of Huntington Beach, California. Cleanup crews managed to recover",https://gcaptain.com/response-concludes-for-oil-sheen-off-huntington-beach/,"March 11, 2024"
Port of New York and New Jersey Kicks off 2024 Strong,The Port of New York and New Jersey began 2024 on a high note with a notable increase in container volume and a significant boost in auto numbers. Container,https://gcaptain.com/port-of-new-york-and-new-jersey-kicks-off-2024-strong/,"March 11, 2024"
Shanghai Zhenhua Denies Posing Cybersecurity Risk To US Ports,"BEIJING, March 10 (Reuters) – Shanghai Zhenhua Heavy Industries (ZPMC) said on Sunday its cranes do not pose a cybersecurity threat, after U.S.",https://gcaptain.com/shanghai-zhenhua-denies-posing-cybersecurity-risk-to-us-ports/,"March 10, 2024"
US Lawmakers Demand Answers from Chinese Crane Manufacturer Over Port Security Concerns,"Key members of the House Homeland Security Committee are seeking answers from Shanghai Zhenhua Heavy Industries (ZPMC), a firm with close ties to the Chinese",https://gcaptain.com/us-lawmakers-demand-answers-from-chinese-crane-manufacturer-over-port-security-concerns/,"March 8, 2024"
Port of Savannah Container Volumes Surge in February,"The Georgia Ports Authority (GPA) saw a significant increase in container volumes at the Port of Savannah in February, with 451,670 twenty-foot equivalent",https://gcaptain.com/port-of-savannah-container-volumes-surge-in-february/,"March 4, 2024"
160 Tons Of Ukrainian Grain Destroyed In Poland,"KYIV, Feb 25 (Reuters) – Around 160 tons of Ukrainian grain was destroyed at a Polish railway station amid large-scale protests in what a",https://gcaptain.com/160-tons-of-ukrainian-grain-destroyed-in-poland/,"February 25, 2024"
Brazil’s Paranagua Port Resumes Operations After Berths Shut By Fire,"SAO PAULO, Feb 24 (Reuters) – An important export terminal for agricultural commodities at the Paranagua port in southern Brazil resumed operations",https://gcaptain.com/brazils-paranagua-port-resumes-operations-after-berths-shut-by-fire/,"February 24, 2024"
"Somalia Will Defend Itself If Ethiopia Seals ‘Illegal’ Port Deal, President Says",By Giulia Paravicini MOGADISHU (Reuters) – Somali President Hassan Sheikh Mohamud said his country would “defend itself” if Ethiopia goes,https://gcaptain.com/somalia-will-defend-itself-if-ethiopia-seals-illegal-port-deal-president-says/,"February 24, 2024"
Salem Offshore Wind Terminal Takes Significant Step Forward,"The Massachusetts Clean Energy Center (MassCEC), Crowley Wind Services, and the City of Salem have announced the transfer of ownership and plans for the Salem",https://gcaptain.com/salem-offshore-wind-terminal-takes-significant-step-forward/,"February 23, 2024"
Baltimore Ship Accident Has East Coast Ports Scrambling To Absorb Cargo,"By Brendan Murray Mar 31, 2024(Bloomberg) —Ports along the US East Coast are modifying their operations to absorb cargo diverted from Baltimore",https://gcaptain.com/baltimore-ship-accident-has-east-coast-ports-scrambling-to-absorb-cargo/,"March 31, 2024"
"East Coast Ports Face Challenge of Diverted Baltimore Cargo, Drewry Says",Maritime industry consultancy Drewry flags potential challenges for the US East Coast ports due to the diversion of Baltimore’s container volumes,https://gcaptain.com/east-coast-ports-face-challenge-of-diverted-baltimore-cargo-drewry-says/,"March 29, 2024"
