headline,description,link,date
Op-Ed: Maritime industry’s role in Florida’s energy and hurricane resilience,"By David Wood, President of Florida Maritime Partnership With 22 million residents, 140 million visitors a year, and two of the top 10 busiest airports in the nation, Florida’s demand for gasoline",https://www.marinelog.com/views/op-eds/op-ed-maritime-industrys-role-in-floridas-energy-and-hurricane-resilience/,"August 19, 2024"
MEPC 81: A global carbon tax on shipping is getting closer,"As IMO’s MEPC 81 was going on in London last week, ABS Chairman and CEO Christopher J. Wiernicki was telling a session of the CERAWeek energy conference in Houston that a universal,",https://www.marinelog.com/legal/environment/mepc-81-a-global-carbon-tax-on-shipping-is-getting-closer/,"March 25, 2024"
Bearing brings maritime AI to bear on EU ETS compliance,"Palo Alto, Calif., headquartered maritime AI (artificial intelligence) solutions provider Bearing AI has launched an update to its Fleet Deployment Optimizer (FDO) solution that is designed to help shipping companies manage their",https://www.marinelog.com/legal/regulations/bearing-brings-maritime-ai-to-bear-on-eu-ets-compliance/,"March 06, 2024"
Coast Guard launches new format merchant mariner credential,"The U.S. Coast Guard will launch a new merchant mariner credential (MMC) on March 1, 2024. The agency is replacing the MMC passport-style booklet (“Red Book”) with a new, certificate size, one",https://www.marinelog.com/legal/safety-and-security/coast-guard-launches-new-format-merchant-mariner-credential/,"February 27, 2024"
Biden administration pauses new LNG export project permitting,"Citing climate crisis concerns, the Biden Administration today announced a temporary pause on pending approvals of liquefied natural gas (LNG) export projects. The U.S. Department of Energy (DOE) says that it will",https://www.marinelog.com/news/biden-administration-pauses-new-lng-export-project-permitting/,"January 26, 2024"
USCG moves ahead on plans for Atlantic Coast shipping fairways,The U.S. Coast Guard has released a Notice of Proposed Rulemaking (NPRM) proposing a system of shipping safety fairways along the U.S. Atlantic Coast. The NPRM comes as plans for Atlantic Coast,https://www.marinelog.com/legal/regulations/uscg-moves-ahead-on-plans-for-atlantic-coast-shipping-fairways/,"January 19, 2024"
Stinne Taiger Ivø named BIMCO deputy secretary general,"The world’s largest shipping association, Copenhagen-headquartered BIMCO, has appointed its director of contracts & support, Stinne Taiger Ivø, as deputy secretary general, effective January 1, 2024. She succeeds Søren Larsen, who will",https://www.marinelog.com/legal/shipping/stinne-taiger-ivo-named-bimco-deputy-secretary-general/,"January 03, 2024"
MARAD updates Title XI regulations,"By providing long-term debt repayment guarantees, the U.S. Maritime Administration’s Title XI Federal Ship Financing Program is intended to encourage U.S. shipowners to obtain new vessels from U. S. shipyards cost effectively",https://www.marinelog.com/legal/regulations/marad-updates-title-xi-regulations/,"December 18, 2023"
Senator says Buy American waiver should not apply to Small Shipyard grants,U.S. Senator Tammy Baldwin (D-Wis.) is calling on the Biden Administration to commit to never applying a recently finalized Buy American waiver to shipyard grants and to help ensure American companies and,https://www.marinelog.com/legal/regulations/senator-says-buy-american-waiver-should-not-apply-to-small-shipyard-grants/,"September 13, 2023"
CMA CGM reaches settlements with EPA on VGP violation claims,The U.S. Environmental Protection Agency (EPA) has reached a settlement with container shipping giant CMA CGM over two claims of violations of EPA’s Vessel General Permit (VGP) issued under the Clean Water,https://www.marinelog.com/legal/compliance/cma-cgm-reaches-settlements-with-epa-on-vgp-violation-claims/,"August 03, 2023"
Europe’s FuelEU aims to kick start shift to greener fuels,"Europe’s FuelEU legislation has now been adopted by the European Council and will come fully into effect from January 2025, though some requirements will come into effect from August 31, 2024. The",https://www.marinelog.com/legal/environment/europes-fueleu-aims-to-kick-start-shift-to-greener-fuels/,"July 25, 2023"
U.S. port strike fears stoked as ILWU pledges solidarity with ILA,"Raising the specter that a threatened Maine to Texas U.S. port strike could ratchet into something even further reaching, Willie Adams, U.S. West Coast dockworkers’ union president on Friday wrote International Longshoremen’s",https://www.marinelog.com/inland-coastal/ports-terminals/u-s-port-strike-fears-stoked-as-ilwu-pledges-solidarity-with-ila/,"August 19, 2024"
STAX Engineering wins five-year tanker emissions capture contract,"From January 2025, California Air Resources Board (CARB) at-berth emissions regulations will apply to tankers calling at the Port of Los Angeles and the Port of Long Beach. That has brought Long",https://www.marinelog.com/legal/environment/stax-engineering-wins-five-year-tanker-emissions-capture-contract/,"August 15, 2024"
Fears of Maine to Texas port strike grow,Inbound cargo volume at America’s major container ports could see a near-record surge this month as retailers bring in merchandise ahead of a potential port strike at East Coast and Gulf Coast,https://www.marinelog.com/inland-coastal/ports-terminals/fears-of-maine-to-texas-port-strike-grow/,"August 15, 2024"
Three more West Coast ports join DOT’s FLOW initiative,"The U.S. Department of Transportation (DOT) reports that the Port of Oakland and the Northwest Seaport Alliance, which includes the Port of Seattle and Port of Tacoma, are now members of the",https://www.marinelog.com/news/three-more-west-coast-ports-join-dots-flow-initiative/,"August 14, 2024"
VIDEO: Box ship explosion rocks Port of Ningbo,"One of the world’s busiest ports, China’s Port of Ningbo was has been rocked by a massive explosion that sent a huge fire ball into the air. The Chinese Government run Global",https://www.marinelog.com/inland-coastal/ports-terminals/video-box-ship-explosion-rocks-port-of-ningbo/,"August 09, 2024"
Seatrium AmFELS retires dry dock after 28 years of service at Port of Brownsville,"After nearly 30 years of service at Seatrium AmFEL’s shipyard in Brownsville, Texas, the Solomon P. Ortiz floating dry dock was retired in May and the contract for its dismantling and recycling",https://www.marinelog.com/shipbuilding/shipyards/shipyard-news/dry-dock-retires-after-28-years-of-service-at-port-of-brownsville/,"August 07, 2024"
Op-Ed: Port operators are fighting a new tidal wave of crime,"Ports must counter soaring levels of cargo theft with more robust insurance and security measures, warns Ed McNamara CEO of global port insurer Armada Risk Partners. In the U.S. cargo thefts are",https://www.marinelog.com/views/op-eds/op-ed-port-operators-are-fighting-a-new-tidal-wave-of-crime/,"August 07, 2024"
NOAA breaks ground on research ship pier renovations,"NOAA officials and regional partners have broken ground on renovations to its North Charleston, S.C., pier. The pier renovations will include demolishing and building a new pier that includes shoreside power for",https://www.marinelog.com/news/noaa-breaks-ground-on-research-ship-pier-renovations/,"July 30, 2024"
California’s Port San Luis eyes its offshore wind options,The Port San Luis Harbor District has entering into a project evaluation agreement with offshore wind port developer Clean Energy Terminals (CET) to explore the feasibility of an offshore wind operations and,https://www.marinelog.com/offshore/offshore-wind/californias-port-san-luis-eyes-its-offshore-wind-options/,"July 24, 2024"
Bridge strike scare box ship MSC Michigan VII free to leave  Charleston,The U.S. Coast Guard has lifted the detention order imposed on the containership MSC Michigan VII following the June 6 incident in which a power surge caused it to surge forwards as,https://www.marinelog.com/legal/safety-and-security/bridge-strike-scare-box-ship-msc-michigan-vii-free-to-leave-charleston/,"July 23, 2024"
VIDEO: UN Sec Gen to IMO: Do your job,"As the International Maritime Organization’s Marine Environmental Protection Committee started a crucial session on GHG reduction targets (MEPC 80), United Nations Secretary Secretary-General António Guterres called for meaningful action and said measures",https://www.marinelog.com/news/video-un-sec-gen-to-imo-do-your-job/,"July 03, 2023"
IP Code adoption sets new standard for industrial personnel carriage ,"Amendments to the SOLAS Convention will mandate application of the International Code of Safety for Ships Carrying Industrial Personnel from July 1, 2024, writes Joseph Gardemal, ABS Manager, Regulatory Affairs  Expansion of",https://www.marinelog.com/legal/regulations/ip-code-adoption-sets-new-standard-for-industrial-personnel-carriage/,"April 28, 2023"
EU ETS revision sends IMO a message on maritime decarbonization,"While the UN’s International Maritime Organization continues to dither on shipping’s proposals to fund maritime decarbonization using some sort of levy on carbon, the European Union is taking a very different approach",https://www.marinelog.com/legal/shipping/eu-ets-revision-sends-imo-a-message-on-decarbonization/,"April 19, 2023"
IMO MEPC 79: further progress on protecting the marine environment,"By Joseph Gardemal, ABS Manager, Regulatory Affairs The IMO Marine Environment Protection Committee (MEPC) held its 79th session from December 12-16, 2022, with a full agenda reflecting numerous issues of importance to",https://www.marinelog.com/legal/regulations/imo-mepc-79-further-progress-on-protecting-the-marine-environment/,"March 31, 2023"
Cybutryne ban in hull coatings comes into force,"By Muammer Akturk, ABS Senior Surveyor  Amendments to the International Convention on the Control of Harmful Antifouling Systems on Ships (AFS Convention) adopted by the IMO ban the presence of cybutryne in",https://www.marinelog.com/legal/regulations/cybutryne-ban-in-hull-coatings-comes-into-force/,"February 14, 2023"
ABS to support CARB on implementation of new harbor craft emissions reg,"ABS is to support the California Air Resources Board (CARB) on implementation of California’s new requirements to reduce harbor craft emissions, seen by many in industry as being particularly tough. The newly",https://www.marinelog.com/inland-coastal/coastal/abs-to-support-carb-on-implementation-of-new-harbor-craft-emissions-reg/,"February 09, 2023"
Crowley names new VP of global government relations,Crowley has appointed Clay Heil as vice president of global government relations. In that role he will lead the company’s full spectrum of government advocacy for all of its company’s business interests,https://www.marinelog.com/legal/legislation/crowley-names-new-vp-of-global-government-relations/,"February 08, 2023"
FMC will seek additional comments on “Unreasonable Refusal to Deal” rulemaking,"In a briefing this week, the Federal Maritime Commission (FMC) noted that since the signing into law of the Ocean Shipping Reform Act (OSRA), the public is continuing to take advantage of",https://www.marinelog.com/legal/legislation/fmc-will-seek-additional-comments-on-unreasonable-refusal-to-deal-rulemaking/,"January 27, 2023"
BOEM moves to update offshore wind development regs,The Department of the Interior today announced that the Bureau of Ocean Energy Management (BOEM) will publish a proposed rule to update regulations for offshore wind development on the U.S. Outer Continental,https://www.marinelog.com/offshore/offshore-wind/boem-moves-to-update-offshore-wind-development-regs/,"January 13, 2023"
Shipping interests and FMC in ding dong over proposed rulemaking,"On October 14, 2022, the Federal Maritime Commission (FMC) issued a notice of proposed rulemaking (NPR) on detention and demurrage billing requirements. Industry interests didn’t like it, saying that it had aspects",https://www.marinelog.com/legal/shipping/shipping-interests-and-fmc-in-ding-dong-over-proposed-rulemaking/,"January 08, 2023"
Sparrows Point Container Terminal aims to be third largest on U.S. East Coast,"Maryland’s Tradepoint Atlantic in Sparrows Point, Md., was much in the news lately as the only the only portion of the Port of Baltimore that remained accessible and operational following the collapse",https://www.marinelog.com/inland-coastal/ports-terminals/sparrows-point-container-terminal-aims-to-be-third-largest-on-u-s-east-coast/,"July 18, 2024"
"Ports of Indiana, Port of Antwerp-Bruges partner to pursue container trade and more",Representatives from Ports of Indiana and Port of Antwerp-Bruges met in Antwerp July 17 to sign a Memorandum of Understanding (MoU) to advance key economic and environmental port initiatives. The landmark agreement,https://www.marinelog.com/inland-coastal/inland/ports-of-indiana-port-of-antwerp-bruges-partner-to-pursue-container-trade-and-more/,"July 17, 2024"
Damen to deliver four vessels for Angola’s Port Namibe project,Japanese trading house Toyota Tusho has awarded Damen Shipyards Group a contract to build four vessels that will be delivered the Ministry of Transport of Angola as part of a Japanese Government,https://www.marinelog.com/inland-coastal/ports-terminals/damen-to-deliver-four-vessels-for-angolas-port-namibe-project/,"July 16, 2024"
Ports get $48.4 million piece of $1.8 billion RAISE grants pie,Port projects are to receive $48.4 million of $1.8 billion of grants awarded June 28 under the U.S. Department of Transportation’s Rebuilding American Infrastructure with Sustainability and Equity (RAISE) program. As in,https://www.marinelog.com/inland-coastal/ports-get-48-4-million-piece-of-1-8-billion-raise-grants-pie/,"July 03, 2024"
Lake Michigan sea cargo terminal plan wins a key CBP approval,U.S. Customs and Border Protection (CBP) has approved a proposal from Ports of Indiana-Burns Harbor to establish the first international sea cargo container terminal on Lake Michigan. This would create the only,https://www.marinelog.com/inland-coastal/ports-terminals/lake-michigan-sea-cargo-terminal-plan-wins-a-key-cbp-approval/,"July 02, 2024"
RFP out for new Port of LA cruise center,"Following up on the draft RFP that it issued back in January 2023, the Port of Los Angeles has issued a request for proposals (RFP) for the construction and operation of a",https://www.marinelog.com/passenger/cruiseships/rfp-out-for-new-port-of-la-cruise-center/,"July 01, 2024"
LA Port Police orders new next-gen patrol vessel,"All American Marine (AAM) reports that it has won a contract to construct a state-of-the-art 65-foot catamaran for the Los Angeles Port Police. Designed by Teknicraft Design in Auckland, New Zealand, the",https://www.marinelog.com/inland-coastal/ports-terminals/la-port-police-orders-new-next-gen-patrol-vessel/,"June 27, 2024"
Joseph Morris named new Port Everglades port director,"The Broward County Commission has confirmed the appointment of Joseph Morris as port director at Port Everglades, Fla. He is currently the port director at Massport (the Massachusetts Port Authority) where he",https://www.marinelog.com/inland-coastal/ports-terminals/joseph-morris-named-new-port-everglades-port-director/,"June 21, 2024"
Carnival Conquest will be first ship to plug in to shore power at Port Miami,"Shore power is arriving for ships docked at PortMiami, and yesterday Carnival Corporation announced that Carnival Conquest would be the first cruise ship to plug into landside electrical power at the cruise",https://www.marinelog.com/passenger/cruiseships/carnival-conquest-will-be-first-ship-to-plug-in-to-shore-power-at-port-miami/,"June 18, 2024"
U.S. port strike fears grow as ILA halts negotiations with USMX,"Raising the specter of a labor dispute paralyzing container traffic at U.S. ports on the East and Gulf coasts, the International Longshoremen’s Association (ILA) on June 10 announced it had suspended talks",https://www.marinelog.com/inland-coastal/ports-terminals/u-s-port-strike-fears-grow-as-ila-halts-negotiations-with-usmx/,"June 17, 2024"
Two Commissioners seek greater FMC powers on carrier and terminal agreements,Federal Maritime Commissioners Carl W. Bentzel and Max M. Vekich have written key Members of Congress to urge changing the law in a way that would allow the FMC to prohibit agreements,https://www.marinelog.com/legal/shipping/two-commissioners-seek-greater-fmc-powers-on-carrier-and-terminal-agreements/,"December 08, 2022"
FMC unveils interim process for handling shipper complaints,"The Federal Maritime Commission (FMC) has introduced interim procedures to review, investigate, and adjudicate charge complaints filed by shippers to challenge carrier charges. It notes that since the enactment of the Ocean",https://www.marinelog.com/legal/fmc-unveils-interim-process-for-handling-shipper-complaints/,"December 02, 2022"
Liberia streamlines ship mortgage procedures,"The Liberian Registry, the world’s second largest ship registry, in response to the needs of shipowners and the ship finance and legal community, has announced a series of amendments to the Liberian",https://www.marinelog.com/legal/shipping/liberia-streamlines-ship-mortgage-procedures/,"November 08, 2022"
Liner operators ask EU to extend vessel sharing exemption,"The World Shipping Council (WSC), the International Chamber of Shipping (ICS), and the Asian Shipowners’ Association (ASA) have made a submission to the European Commission seeking an extension of the Consortia Block",https://www.marinelog.com/legal/shipping/liner-operators-ask-eu-to-extend-vessel-sharing-exemption/,"October 04, 2022"
AMP sets record straight on need for Puerto Rico Jones Act waiver,Here we go again. Detractors of the Jones Act are having a field day as the media puts out stories about Puerto Rico running short of diesel. Here’s an example from Bloomberg:,https://www.marinelog.com/legal/shipping/amp-sets-record-straight-on-need-for-puerto-rico-jones-act-waiver/,"September 28, 2022"
IMO: WSC  weighs in on what should follow MEPC 78,"The World Shipping Council (WSC), which represents the liner shipping industry, is turning its attention to the mid-term shipping decarbonization measures that will follow the short-term measures agreed at IMO’s MEPC 78.",https://www.marinelog.com/legal/shipping/imo-what-comes-after-mepc-78/,"August 25, 2022"
Bearing launches AI product to predict and manage impact of CII,"Palo Alto, Calif., based AI specialist Bearing Inc., whose backers include Mitsui, has turned its attention to IMO’s Carbon Intensity Indicator (CII) regulation. It has released a new AI-powered application designed to",https://www.marinelog.com/legal/regulations/bearing-launches-ai-product-to-predict-and-manage-impact-of-cii/,"August 18, 2022"
OKEE Maritime adopts StormGeo’s CII solution,"Hamburg, Germany, headquartered OKEE Maritime GmbH, which manages a fleet of ten container vessels in regional feeder services worldwide, is using StormGeo‘s digitalization tools to improve environmental performance, including StormGeo’s route optimization",https://www.marinelog.com/legal/regulations/okee-maritime-adopts-stormgeos-cii-solution/,"August 11, 2022"
DNV recognizes first verified SEEMP III vessel,"Though the latest meeting of IMO’s Marine Environmental Protection was widely criticized for taking “just baby steps” on decarbonization, some of those steps still place a significant compliance burden on shipowners. For",https://www.marinelog.com/legal/compliance/dnv-recognizes-first-verified-seemp-iii-vessel/,"July 05, 2022"
Q&A: 10 minutes with OneOcean on its path to sustainability,"OneOcean is a global supplier of voyage solutions for the maritime industry, used by over 15,000 vessels across the world. OneOcean’s solutions are focused on supporting and optimizing navigation and compliance while",https://www.marinelog.com/legal/environment/qa-10-minutes-with-oneocean-on-its-path-to-sustainability/,"June 16, 2022"
MAN Energy Solutions and Anglo-Eastern agree on EEXI compliance measures,"MAN Energy Solutions has signed a Letter of Commitment (LOC) to supply ship manager Anglo-Eastern with its overridable power limitation (OPL) solution, including service installation, to meet the impending IMO MARPOL IV",https://www.marinelog.com/legal/regulations/man-energy-solutions-and-anglo-eastern-agree-on-eexi-compliance-measures/,"June 09, 2022"
Vane Brothers fleet achieves 100% Subchapter M goal,"Baltimore, Md., headquartered Vane Brothers reports that 100 percent of its tugboats have earned a valid Certificate of Inspection (COI) as part of the U.S. Coast Guard’s Subchapter M program, that sets",https://www.marinelog.com/inland-coastal/vane-brothers-fleet-achieves-100-subchapter-m-goal/,"June 01, 2022"
Russian ships banned from U.S. ports,"President Joe Biden today issued a proclamation prohibiting the entry of Russian-affiliated ships into U.S. ports. The proclamation defines “Russian-affiliated ships” as: vessels of Russian registry (i.e., the vessel is Russian flagged);",https://www.marinelog.com/legal/safety-and-security/russian-ships-banned-from-u-s-ports/,"April 21, 2022"
Antitrust authorities block merger of container handling giants,The wedding is off. The U.S. Department of Justice reports that container handling equipment giant Cargotec Corporation confirmed today that it has abandoned its intended merger of equals with Konecranes Plc. The,https://www.marinelog.com/inland-coastal/ports-terminals/antitrust-authorities-block-merger-of-container-handling-giants/,"March 29, 2022"
AMP to Biden: No need for Jones Act waivers because of Russian oil import ban,"With concerns that the ban on Russian energy imports could be used as a pretext for seeking Jones Act waivers, the American Maritime Partnership (AMP) today sent a letter on the issue",https://www.marinelog.com/legal/shipping/amp-to-biden-no-need-for-jones-act-waivers-because-of-russian-oil-import-ban/,"March 11, 2022"
TTB 2022: A look at the current regulatory landscape for tugs & towboats,"On March 29—Day 1 of Marine Log’s TTB 2022 conference for the tug, towboat and barge industry—Vice President of Regulatory Affairs for the American Waterways Operators (AWO) Caitlyn Stewart will present on",https://www.marinelog.com/news/ttb-2022-a-look-at-the-current-regulatory-landscape-for-tugs-towboats/,"January 24, 2022"
Coast Guard issues NPR on towing vessel user fees,The Coast Guard has published a notice of proposed rule making (NPR) in the Federal Register relating to an update its user fees for seagoing towing vessels that are 300 gross tons,https://www.marinelog.com/legal/regulations/coast-guard-issues-npr-on-towing-vessel-user-fees/,"January 12, 2022"
Jennifer Carpenter to keynote TTB 2022 in Mobile,"Marine Log’s TTB (Tugs, Towboats & Barges) 2022 conference is set to go live and in person March 29-30 in Mobile, Ala., with a full agenda and an offsite tour in the",https://www.marinelog.com/inland-coastal/inland/jennifer-carpenter-to-keynote-ttb-2022-in-mobile/,"January 05, 2022"
USCG issues interim rule on fire safety of small passenger vessels,"In response to the deadly Conception dive boat fire, the U.S. Coast Guard is issuing an interim rule as the first step to implementing statutorily mandated requirements for fire safety on certain",https://www.marinelog.com/legal/regulations/uscg-issues-interim-rule-on-fire-safety-of-small-passenger-vessels/,"December 29, 2021"
"Net-Zero: Deadlines, designs and demands","By C.F. St. Clair For sjipping, a critical announcement from COP26 was the U.S. move, along with 14 other countries, to sign a Declaration on Zero Emission Shipping by 2050. That is",https://www.marinelog.com/legal/regulations/net-zero-deadlines-designs-and-demands/,"December 21, 2021"
Ports of Indiana launches initiative to create international container terminals,"Yesterday, the Ports of Indiana Commission approved Resolution 24-01 to launch “The Indiana Container Initiative” in support of developing multiple international container terminals within the state of Indiana. As a statewide port",https://www.marinelog.com/inland-coastal/inland/ports-of-indiana-launches-initiative-to-create-international-container-terminals/,"June 14, 2024"
Port of Detroit announces roadmap to reach net zero carbon by 2040,"The Detroit/Wayne County Port Authority has unveiled details of an ambitious plan to reduce carbon emissions to net zero by 2040, which will significantly enhance inhabitants’ health and the quality of the",https://www.marinelog.com/inland-coastal/ports-terminals/port-of-detroit-announces-roadmap-to-reach-net-zero-carbon-by-2040/,"June 12, 2024"
Port of Brownsville in top 50 for cargo movement in U.S.,"The Port of Brownsville’s record-breaking streak continues as it rose to 50th position in the nation among 150 maritime ports for the movement of waterborne cargo, according to the U.S. Army Corps",https://www.marinelog.com/inland-coastal/port-of-brownsville-in-top-50-for-cargo-movement-in-u-s/,"June 12, 2024"
Louisiana commits $230.5 million to Port NOLA infrastructure projects,"The recent 2024 regular session of the Louisiana Legislature committed $230.5 million to Port of New Orleans (Port NOLA) infrastructure projects, including the port’s new downriver container terminal, the Louisiana International Terminal",https://www.marinelog.com/inland-coastal/louisiana-commits-230-5m-to-port-nola-infrastructure-projects/,"June 10, 2024"
VIDEO: South Brooklyn Marine Terminal transformation kicks off,"Equinor today broke ground on construction at the South Brooklyn Marine Terminal (SBMT), formally kicking off the revitalization of the historic port facility into a hub for offshore wind on the U.S.",https://www.marinelog.com/offshore/offshore-wind/video-south-brooklyn-marine-terminal-transformation-kicks-off/,"June 10, 2024"
VIDEO: Baltimore’s Federal Channel now fully restored to original operating dimensions,"UPDATED: As part of the Unified Command response to the collapse of the Francis Scott Key Bridge, the U.S. Army Corps of Engineers and U.S. Navy Supervisor of Salvage and Diving on",https://www.marinelog.com/inland-coastal/ports-terminals/video-full-restoration-of-baltimores-federal-channel-now-just-days-away/,"June 10, 2024"
VIDEO: Last large Key Bridge section moved from Federal Channel,"Ten weeks after the containership Dali struck Baltimore’s Francis Scott Key Bridge initiating its collapse, salvage crews successfully removed the final large steel truss segment of the bridge blocking the 700-foot-wide Fort",https://www.marinelog.com/inland-coastal/ports-terminals/video-last-large-key-bridge-section-moved-from-federal-channel/,"June 06, 2024"
New state-of-the-art Port Delaware is in the works,"The State of Delaware is to get a new Port Delaware. The state is join the private operator of the Port of Wilmington, Enstructure, to build a new port terminal at a",https://www.marinelog.com/inland-coastal/new-state-of-the-art-port-delaware-is-in-the-works/,"June 05, 2024"
